# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-242,b,K2-242 b,6.51389000,0.00082000,-0.00083000,0,0.049400,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.227,0.019,-0.017,0,,,,0,0,11h59m20.62s,179.835907,-06d31m04.3s,-6.517851,109.60,0.60,-0.60,0,16.588,0.080,0,V (Johnson),15.382,,0,3459.00,65.00,-38.00,0,0.38,0.01,-0.01,0,0.37,0.01,-0.01,0,2457586.240000,0.005400,-0.005400,0,K2,4.89,0.01,-0.01,0,,,,0
K2-243,b,K2-243 b,11.54182000,0.00272000,-0.00221000,0,0.108700,0.001400,-0.001400,0,,,,0,,,,0,,,,0,,0.194,0.012,-0.011,0,,,,0,0,12h04m29.14s,181.121399,-04d53m57.1s,-4.899185,269.20,3.60,-3.40,0,10.970,0.096,0,V (Johnson),10.742,,0,6570.00,269.00,-171.00,0,1.29,0.04,-0.06,0,1.39,0.03,-0.03,0,2457593.206200,0.007900,-0.010200,0,K2,4.26,0.02,-0.03,0,,,,0
K2-243,c,K2-243 c,24.94598000,0.00491000,-0.00561000,0,0.181700,0.002200,-0.002400,0,,,,0,,,,0,,,,0,,0.179,0.013,-0.012,0,,,,0,0,12h04m29.14s,181.121399,-04d53m57.1s,-4.899185,269.20,3.60,-3.40,0,10.970,0.096,0,V (Johnson),10.742,,0,6570.00,269.00,-171.00,0,1.29,0.04,-0.06,0,1.39,0.03,-0.03,0,2457584.505000,0.007700,-0.007200,0,K2,4.26,0.02,-0.03,0,,,,0
K2-244,b,K2-244 b,21.06884000,0.00320000,-0.00325000,0,0.141800,0.001000,-0.001100,0,,,,0,,,,0,,,,0,,0.156,0.012,-0.009,0,,,,0,0,12h13m52.54s,183.468918,-03d49m54.7s,-3.831868,214.00,2.40,-2.30,0,11.780,0.176,0,V (Johnson),11.632,,0,5677.00,38.00,-39.00,0,0.86,0.02,-0.02,0,0.92,0.02,-0.01,0,2457588.474900,0.006200,-0.006500,0,K2,4.44,0.02,-0.02,0,,,,0
K2-245,b,K2-245 b,11.89307000,0.00065000,-0.00063000,0,0.095900,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.387,0.017,-0.012,0,,,,0,0,12h20m43.60s,185.181686,-01d35m27.2s,-1.590889,463.40,9.10,-8.40,0,12.212,0.160,0,V (Johnson),12.564,,0,5793.00,66.00,-52.00,0,0.83,0.02,-0.01,0,1.25,0.03,-0.03,0,2457587.552400,0.001800,-0.001800,0,K2,4.16,0.02,-0.02,0,,,,0
K2-246,b,K2-246 b,5.76918000,0.00081000,-0.00082000,0,0.060200,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.311,0.022,-0.019,0,,,,0,0,12h06m31.13s,181.629715,-01d09m38.0s,-1.160560,723.10,24.90,-24.70,0,14.550,0.030,0,V (Johnson),14.351,,0,5610.00,32.00,-29.00,0,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0,2457583.676100,0.006400,-0.006200,0,K2,4.43,0.04,-0.03,0,,,,0
K2-247,b,K2-247 b,2.25021000,0.00033000,-0.00036000,0,0.030400,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.189,0.017,-0.014,0,,,,0,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.20,2.10,-2.10,0,14.956,0.070,0,V (Johnson),14.358,,0,4667.00,305.00,-183.00,0,0.74,0.03,-0.03,0,0.69,0.02,-0.01,0,2457582.977000,0.006400,-0.006100,0,K2,4.63,0.01,-0.02,0,,,,0
K2-247,c,K2-247 c,6.49424000,0.00260000,-0.00251000,0,0.061500,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.195,0.022,-0.021,0,,,,0,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,260.20,2.10,-2.10,0,14.956,0.070,0,V (Johnson),14.358,,0,4667.00,305.00,-183.00,0,0.74,0.03,-0.03,0,0.69,0.02,-0.01,0,2457588.136900,0.017600,-0.016300,0,K2,4.63,0.01,-0.02,0,,,,0
K2-248,b,K2-248 b,7.17256000,0.00148000,-0.00142000,0,0.069900,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.229,0.018,-0.012,0,,,,0,0,12h11m16.14s,182.817245,-09d24m50.4s,-9.414005,410.50,4.90,-4.90,0,13.402,0.060,0,V (Johnson),13.262,,0,5528.00,97.00,-86.00,0,0.88,0.04,-0.03,0,0.92,0.02,-0.02,0,2457588.104200,0.007200,-0.007800,0,K2,4.45,0.03,-0.03,0,,,,0
K2-249,b,K2-249 b,12.40900000,0.00337000,-0.00284000,0,0.115100,0.003000,-0.003100,0,,,,0,,,,0,,,,0,,0.249,0.024,-0.020,0,,,,0,0,12h13m28.00s,183.366669,-08d59m42.4s,-8.995114,528.30,16.90,-14.70,0,11.827,0.211,0,V (Johnson),12.450,,0,6504.00,329.00,-419.00,0,1.32,0.09,-0.12,0,1.57,0.06,-0.06,0,2457583.045700,0.010600,-0.011300,0,K2,4.16,0.05,-0.06,0,,,,0
K2-25,b,K2-25 b,3.48455200,0.00003100,-0.00003700,0,,,,0,0.270000,0.160000,-0.210000,0,88.300,1.200,-0.700,0,,,,0,,0.306,0.085,-0.028,0,,,,0,0,04h13m05.62s,63.273434,+15d14m51.9s,15.247763,45.01,0.17,-0.17,0,15.881,0.030,0,V (Johnson),14.382,,0,3180.00,60.00,-60.00,0,0.29,0.02,-0.02,0,0.29,0.02,-0.02,0,2457062.579350,0.000490,-0.000240,0,K2,,,,,-2.076,0.067,-0.079,0
K2-250,b,K2-250 b,4.01457000,0.00062000,-0.00057000,0,0.045900,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.218,0.017,-0.013,0,,,,0,0,12h20m07.62s,185.031769,-08d58m32.8s,-8.975785,417.60,6.20,-6.00,0,14.267,0.120,0,V (Johnson),13.973,,0,5172.00,46.00,-44.00,0,0.80,0.03,-0.02,0,0.81,0.02,-0.02,0,2457584.121200,0.006100,-0.006600,0,K2,4.53,0.03,-0.03,0,,,,0
K2-251,b,K2-251 b,9.30075000,0.00332000,-0.00321000,0,0.069400,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.210,0.023,-0.019,0,,,,0,0,12h42m45.41s,190.689224,-08d32m09.3s,-8.535920,147.70,1.00,-1.00,0,15.621,0.080,0,V (Johnson),14.770,,0,3717.00,85.00,-50.00,0,0.52,0.01,-0.01,0,0.49,0.01,-0.01,0,2457589.078200,0.012800,-0.010800,0,K2,4.76,0.01,-0.01,0,,,,0
K2-252,b,K2-252 b,13.81513000,0.00461000,-0.00448000,0,0.104100,0.000800,-0.000700,0,,,,0,,,,0,,,,0,,0.155,0.015,-0.011,0,,,,0,0,12h09m27.93s,182.366364,-08d18m34.3s,-8.309520,229.90,2.10,-1.90,0,12.847,0.050,0,V (Johnson),12.620,,0,5152.00,41.00,-39.00,0,0.79,0.02,-0.01,0,0.82,0.01,-0.01,0,2457596.190100,0.011800,-0.011100,0,K2,4.50,0.02,-0.01,0,,,,0
K2-253,b,K2-253 b,4.00167000,0.00013000,-0.00013000,0,0.050600,0.001000,-0.001100,0,,,,0,,,,0,,,,0,,1.130,0.062,-0.054,0,,,,0,0,12h24m20.50s,186.085403,-06d22m44.0s,-6.378884,901.80,30.00,-27.90,0,14.868,0.070,0,V (Johnson),14.704,,0,6027.00,221.00,-240.00,0,1.08,0.05,-0.08,0,1.10,0.04,-0.04,0,2457583.999300,0.001300,-0.001400,0,K2,4.39,0.03,-0.05,0,,,,0
K2-254,b,K2-254 b,4.09639000,0.00081000,-0.00079000,0,0.044800,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.145,0.025,-0.021,0,,,,0,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.40,1.30,-1.30,0,14.183,0.050,0,V (Johnson),13.743,,0,4629.00,168.00,-123.00,0,0.71,0.02,-0.03,0,0.67,0.01,-0.01,0,2457582.975700,0.009600,-0.010600,0,K2,4.64,0.01,-0.01,0,,,,0
K2-254,c,K2-254 c,12.11839000,0.00303000,-0.00321000,0,0.092300,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.195,0.021,-0.016,0,,,,0,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,229.40,1.30,-1.30,0,14.183,0.050,0,V (Johnson),13.743,,0,4629.00,168.00,-123.00,0,0.71,0.02,-0.03,0,0.67,0.01,-0.01,0,2457590.613600,0.010100,-0.010400,0,K2,4.64,0.01,-0.01,0,,,,0
K2-255,b,K2-255 b,1.96417000,0.00004000,-0.00004000,0,0.027400,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.259,0.025,-0.010,0,,,,0,0,12h39m39.12s,189.912994,-03d22m14.0s,-3.370542,192.40,1.50,-1.50,0,13.756,0.050,0,V (Johnson),13.309,,0,4676.00,63.00,-61.00,0,0.71,0.03,-0.03,0,0.69,0.01,-0.01,0,2457583.301500,0.000800,-0.000800,0,K2,4.62,0.02,-0.02,0,,,,0
K2-256,b,K2-256 b,5.52011000,0.00239000,-0.00289000,0,0.057800,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.235,0.022,-0.019,0,,,,0,0,12h24m54.52s,186.227158,-02d03m57.4s,-2.065931,580.50,14.90,-13.90,0,14.939,0.010,0,V (Johnson),14.699,,0,5219.00,179.00,-136.00,0,0.84,0.03,-0.04,0,0.78,0.02,-0.02,0,2457586.524700,0.020200,-0.019100,0,K2,4.58,0.01,-0.02,0,,,,0
K2-257,b,K2-257 b,1.60588000,0.00014000,-0.00013000,0,0.021600,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.074,0.005,-0.004,0,,,,0,0,12h33m06.84s,188.278488,-01d57m11.4s,-1.953159,64.10,0.30,-0.30,0,13.716,0.030,0,V (Johnson),12.860,,0,3725.00,80.00,-46.00,0,0.52,0.01,-0.01,0,0.50,0.01,-0.01,0,2457583.287500,0.003500,-0.003800,0,K2,4.76,0.01,-0.01,0,,,,0
K2-258,b,K2-258 b,19.09210000,0.00576000,-0.00633000,0,0.149000,0.002500,-0.002600,0,,,,0,,,,0,,,,0,,0.268,0.019,-0.018,0,,,,0,0,12h30m31.52s,187.631332,-01d09m39.3s,-1.160920,675.20,11.60,-11.50,0,13.298,0.030,0,V (Johnson),13.139,,0,6351.00,198.00,-228.00,0,1.21,0.05,-0.08,0,1.31,0.03,-0.03,0,2457586.292800,0.014700,-0.012800,0,K2,4.29,0.03,-0.04,0,,,,0
K2-259,b,K2-259 b,15.48043000,0.00332000,-0.00392000,0,0.127100,0.001000,-0.001100,0,,,,0,,,,0,,,,0,,0.207,0.018,-0.015,0,,,,0,0,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,422.10,7.70,-7.80,0,12.536,0.040,0,V (Johnson),12.375,,0,6059.00,62.00,-76.00,0,1.14,0.03,-0.03,0,1.13,0.03,-0.02,0,2457585.709400,0.010000,-0.010200,0,K2,4.39,0.02,-0.03,0,,,,0
K2-26,b,K2-26 b,14.56650000,0.00160000,-0.00200000,0,0.096200,0.005400,-0.006100,0,,,,,88.400,1.200,-1.500,0,,,,,,0.238,0.041,-0.037,0,,,,,0,06h16m49.58s,94.206581,+24d35m47.1s,24.596411,99.33,0.51,-0.51,0,14.530,0.030,0,V (Johnson),13.752,,0,3785.00,185.00,-185.00,0,0.56,0.10,-0.10,0,0.52,0.08,-0.08,0,2456775.165900,0.002800,-0.002100,0,K2,,,,,-1.310,0.167,-0.275,0
K2-260,b,K2-260 b,2.62666570,0.00000180,-0.00000180,0,0.040400,0.001300,-0.001600,0,0.000000,,,0,88.670,0.890,-1.000,0,1.42000,0.31000,-0.32000,0,Mass,1.552,0.048,-0.057,0,0.50000,0.12000,-0.12000,0,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,676.32,19.42,-19.42,0,12.689,0.110,0,V (Johnson),12.467,,0,6367.00,250.00,-250.00,0,1.39,0.05,-0.06,0,1.69,0.03,-0.03,0,2457820.738135,0.000090,-0.000090,0,K2,4.15,,,0,,,,0
K2-261,b,K2-261 b,11.63344000,0.00012000,-0.00012000,0,0.102000,0.019000,-0.020000,0,0.390000,0.150000,-0.150000,0,88.400,1.100,-1.900,0,0.22300,0.03100,-0.03100,0,Mass,0.850,0.026,-0.022,0,0.48300,0.07600,-0.08100,0,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,214.58,1.97,-1.97,0,10.612,0.059,0,V (Johnson),10.459,,0,5537.00,71.00,-71.00,0,1.10,0.01,-0.02,0,1.65,0.04,-0.04,0,2457906.840840,0.000540,-0.000670,0,K2,4.21,0.11,-0.11,0,,,,0
K2-263,b,K2-263 b,50.81894700,0.00009400,-0.00009400,0,0.257300,0.002900,-0.002900,0,0.140000,,,1,89.240,0.050,-0.070,0,0.04657,0.00975,-0.00975,0,Mass,0.215,0.011,-0.011,0,5.70000,1.60000,-1.40000,0,0,08h38m43.77s,129.682388,+15d40m50.3s,15.680626,163.23,1.37,-1.37,0,11.606,0.040,0,V (Johnson),11.405,,0,5368.00,44.00,-44.00,0,0.88,0.03,-0.03,0,0.85,0.02,-0.02,0,2458111.127400,0.001200,-0.001200,0,K2,4.51,0.08,-0.08,0,-0.260,0.016,-0.016,0
K2-264,b,K2-264 b,5.84000200,0.00067600,-0.00060200,0,0.050230,0.000420,-0.000430,0,,,,0,89.010,0.580,-0.400,0,,,,0,,0.199,0.013,-0.013,0,,,,0,0,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,187.00,4.00,-4.00,0,15.318,,0,Kepler-band,15.662,,0,3660.00,80.00,-45.00,0,0.50,0.01,-0.01,0,0.47,0.01,-0.01,0,2458102.591770,0.004280,-0.005230,0,K2,4.78,0.01,-0.01,0,,,,0
K2-264,c,K2-264 c,19.66030200,0.00349600,-0.00333700,0,0.112830,0.000950,-0.000970,0,,,,0,89.380,0.220,-0.130,0,,,,0,,0.238,0.018,-0.017,0,,,,0,0,08h45m26.06s,131.358566,+19d41m54.5s,19.698462,187.00,4.00,-4.00,0,15.318,,0,Kepler-band,15.662,,0,3660.00,80.00,-45.00,0,0.50,0.01,-0.01,0,0.47,0.01,-0.01,0,2458117.091690,0.004850,-0.004470,0,K2,4.78,0.01,-0.01,0,,,,0
K2-265,b,K2-265 b,2.36917200,0.00008900,-0.00008900,0,0.033760,0.000210,-0.000210,0,0.084000,0.079000,-0.079000,0,87.700,1.600,-1.600,0,0.02058,0.00264,-0.00264,0,Mass,0.153,0.010,-0.010,0,7.10000,1.80000,-1.80000,0,0,22h48m07.57s,342.031525,-14d29m40.9s,-14.494689,139.22,0.98,-0.98,0,11.102,0.037,0,V (Johnson),10.928,,0,5477.00,27.00,-27.00,0,0.92,0.02,-0.02,0,0.98,0.05,-0.05,0,2456981.643100,0.001600,-0.001600,0,K2,4.42,0.05,-0.05,0,,,,0
K2-266,b,K2-266 b,0.65852400,0.00001700,-0.00001700,0,0.013060,0.000200,-0.000210,0,,,,0,75.320,0.620,-0.700,0,0.03555,0.03461,-0.02045,0,Mass,0.294,0.161,-0.116,0,1.77000,1.90000,-0.88000,0,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2457949.674700,0.003200,-0.003200,0,K2,4.58,0.03,-0.04,0,-0.823,0.016,-0.017,0
K2-266,c,K2-266 c,7.81400000,0.00190000,-0.00160000,0,0.067900,0.001100,-0.001100,0,0.042000,0.043000,-0.030000,0,88.280,0.810,-0.410,0,0.00091,0.00053,-0.00035,0,Mass,0.063,0.009,-0.008,0,4.51000,0.81000,-0.67000,0,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2457946.651000,0.006400,-0.006400,0,K2,4.58,0.03,-0.04,0,-0.823,0.016,-0.017,0
K2-266,d,K2-266 d,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,0.02958,0.00912,-0.00629,0,Mass,0.261,0.012,-0.011,0,2.03000,0.64000,-0.43000,0,1,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2457944.839300,0.001200,-0.001200,0,K2,4.58,0.03,-0.04,0,-0.823,0.016,-0.017,0
K2-266,e,K2-266 e,19.48200000,0.00120000,-0.00120000,0,0.124900,0.001900,-0.002000,0,0.043000,0.036000,-0.030000,0,89.450,0.250,-0.180,0,0.02611,0.00850,-0.00566,0,Mass,0.244,0.012,-0.010,0,2.21000,0.70000,-0.47000,0,1,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2457938.541000,0.001300,-0.001300,0,K2,4.58,0.03,-0.04,0,-0.823,0.016,-0.017,0
K2-268,b,K2-268 b,2.15189400,0.00039300,-0.00036300,0,0.030800,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.126,0.012,-0.012,0,,,,0,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,3.15,-3.15,0,13.853,0.050,0,V (Johnson),13.563,,0,5068.00,51.00,-51.00,0,0.84,0.02,-0.02,0,0.78,0.01,-0.01,0,2457143.651970,0.007540,-0.007710,0,K2,4.59,0.01,-0.01,0,,,,0
K2-268,c,K2-268 c,9.32684100,0.00153200,-0.00161700,0,0.081900,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.240,0.021,-0.021,0,,,,0,0,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,331.46,3.15,-3.15,0,13.853,0.050,0,V (Johnson),13.563,,0,5068.00,51.00,-51.00,0,0.84,0.02,-0.02,0,0.78,0.01,-0.01,0,2457150.172200,0.004650,-0.004530,0,K2,4.59,0.01,-0.01,0,,,,0
K2-269,b,K2-269 b,4.14496500,0.00081700,-0.00061900,0,0.053100,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.140,0.011,-0.011,0,,,,0,0,08h40m37.24s,130.155167,+13d00m52.8s,13.014676,362.07,14.41,-14.41,0,11.784,0.204,0,V (Johnson),11.377,,0,6209.00,88.00,-88.00,0,1.16,0.04,-0.04,0,1.45,0.06,-0.06,0,2457141.598550,0.005270,-0.005590,0,K2,4.18,0.03,-0.03,0,,,,0
K2-27,b,K2-27 b,6.77131500,0.00008500,-0.00008500,0,0.067020,0.000710,-0.000710,0,0.251000,0.088000,-0.088000,0,,,,,0.09722,0.01447,-0.01447,0,Mass,0.400,0.021,-0.021,0,1.87000,0.41000,-0.41000,0,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,251.43,2.48,-2.48,0,12.640,0.020,0,V (Johnson),12.453,,0,5248.00,60.00,-60.00,0,0.87,0.03,-0.02,0,0.89,0.04,-0.04,0,2456812.844840,0.000570,-0.000570,0,K2,4.48,0.05,-0.05,0,,,,
K2-270,b,K2-270 b,1.54306900,0.00018900,-0.00018500,0,0.024700,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.123,0.010,-0.010,0,,,,0,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,2.33,-2.33,0,13.782,0.020,0,V (Johnson),13.470,,0,4877.00,58.00,-58.00,0,0.85,0.02,-0.02,0,0.77,0.01,-0.01,0,2457142.419980,0.004460,-0.004650,0,K2,4.59,0.01,-0.01,0,,,,0
K2-270,c,K2-270 c,4.40002800,0.00016900,-0.00017800,0,0.049700,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.263,0.014,-0.014,0,,,,0,0,08h45m03.98s,131.266602,+13d32m59.4s,13.549833,283.53,2.33,-2.33,0,13.782,0.020,0,V (Johnson),13.470,,0,4877.00,58.00,-58.00,0,0.85,0.02,-0.02,0,0.77,0.01,-0.01,0,2457142.975100,0.001660,-0.001670,0,K2,4.59,0.01,-0.01,0,,,,0
K2-271,b,K2-271 b,8.56242100,0.00012700,-0.00012700,0,0.077000,0.000800,-0.000900,0,,,,0,,,,0,,,,0,,0.649,0.021,-0.021,0,,,,0,0,08h20m53.73s,125.223885,+16d05m27.4s,16.090946,571.47,13.59,-13.59,0,13.827,0.020,0,V (Johnson),13.658,,0,5644.00,71.00,-71.00,0,0.83,0.03,-0.03,0,0.99,0.03,-0.03,0,2457149.712710,0.000530,-0.000530,0,K2,4.37,0.03,-0.03,0,,,,0
K2-272,b,K2-272 b,14.45353300,0.00132800,-0.00136000,0,0.108100,0.001600,-0.001700,0,,,,0,,,,0,,,,0,,0.260,0.013,-0.013,0,,,,0,0,08h50m29.07s,132.621124,+17d32m32.8s,17.542444,426.57,5.30,-5.30,0,13.841,0.020,0,V (Johnson),13.667,,0,5419.00,79.00,-79.00,0,0.81,0.04,-0.04,0,0.81,0.01,-0.01,0,2457144.858640,0.002880,-0.002960,0,K2,4.53,0.03,-0.03,0,,,,0
K2-273,b,K2-273 b,11.71633200,0.00117200,-0.00119800,0,0.097400,0.001100,-0.001100,0,,,,0,,,,0,,,,0,,0.394,0.114,-0.114,0,,,,0,0,08h39m06.49s,129.777054,+19d00m36.1s,19.010023,310.60,2.88,-2.88,0,13.371,0.010,0,V (Johnson),13.146,,0,5200.00,67.00,-67.00,0,0.90,0.03,-0.03,0,0.84,0.01,-0.01,0,2457149.101170,0.003770,-0.003760,0,K2,4.55,0.02,-0.02,0,,,,0
